A-nummer,Bsn Nummer,Voornamen,VoornaamZonderDiak,AdellijkeTitelPredikaat,VoorvoegselGeslachtsnaam,Geslachtsnaam,GeslachtsnaamZonderDiak,GeslachtsnaamSoundex,GeslachtsnaamTransliteratie,Geboortedatum,Geboorteplaats,Geboorteland,Geslachtsaanduiding,AanduidingGegevensInOnderzoekPersoon,DatumIngangOnderzoekPersoon,DatumEindeOnderzoekPersoon,Nationaliteit,AanduidingGegevensInOnderzoekNationaliteit,DatumIngangOnderzoekNationaliteit,DatumEindeOnderzoekNationaliteit,DatumOverlijden,AanduidingGegevensInOnderzoekOverlijden,DatumIngangOnderzoekOverlijden,DatumEindeOnderzoekOverlijden,OmschrijvingRedenOpschorting,IndicatieGeheim,GemeenteVanInschrijving,FunctieAdres,Gemeentedeel,Straatnaam,Huisnummer,Huisletter,HuisnummerToevoeging,AanduidingBijHuisnummer,Postcode,Woonplaatsnaam,Locatiebeschrijving,LandAdresBuitenland,DatumAanvangAdresBuitenland,Regel1AdresBuitenland,Regel2AdresBuitenland,Regel3AdresBuitenland,LandVanwaarIngeschreven,AanduidingGegevensInOnderzoekAdres,DatumIngangOnderzoekAdres,DatumEindeOnderzoekAdres,VoorvoegselEnGeslachtsnaam,HuisnummerCijfers
6929673526,690206045,Liselotte-Anne Daniëlle Celèste Elise 26 Avril Stéphane Maroni jr. Isiah dé Maria de las Mercedes Rosalía J’adore Grace a Dieu Rhiannon San-che-he-ray Lou’Lou’ Elona L’vovna d’Alessandra Ariëlle,liselotteannedaniellecelesteelise26avrilstephanemaronijrisiahdemariadelasmercedesrosalíajadoregraceadieurhiannonsancheherayloulouelonalvovnadalessandraarielle,NULL,voor in 't,C,c,NULL,NULL,19900707,Nootdorp,Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,Pijnacker-Nootdorp,NULL,NULL,Hesselt v Dinterstr,1,b,bis,NULL,2631BR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,voorintc,1
6139890503,690024174,Żáïŀëñøŕ Åłéèça Ðëļŧå Źêŗôřėņà Çēĕĺāăęśţe-Ëlīĩşâ-Èŋűğķıį ?gđä Üĝħöý Ŧæňœß ĤĦòńã Œċčąťù  Žóŝd' Ķćõšũů ĒĔźżûü ÏĨŭųġĥì Ŭĸľo ÝY'ĵĉė ŁíŔÖÕú  ,NULL,NULL,over 't,T.Śar ŃĆ ĹāÑ ŤÙmön ĊéŴÀŅŇĩ Ļl'ÁÚŘŠĎÉ Pomme-d' Or ĽÒÓĢÛŨ,T.Śar ŃĆ ĹāÑ ŤÙmön ĊéŴÀŅŇĩ Ļl'ÁÚŘŠĎÉ Pomme-d' Or ĽÒÓĢÛŨ,NULL,6l5mp63,19870401,Goes,Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Rotterdam,NULL,NULL,'s-Lands Werf,555,A,hoog,NULL,3063GE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6047051073,693315908,Pâte-de-Loupé,patedeloupe,NULL,NULL,d'Angelo-Huis in 't Veld,d2ngel6hu535nt1eld,NULL,NULL,19980607,Hendrik-Ido-Ambacht,Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Hendrik-Ido-Ambacht,NULL,NULL,De Hooge Donck,21,NULL,NULL,NULL,3344EM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dangelohuisintveld,21
5732590175,696463611,Prince jr.,princejr,NULL,Van,Hövell tot Westerflier en Wezelveld-Oetgens van Waveren Pancras Clifford Groothuesheidkamp Maarschalkerwaart Papageorgeopoulos Camminga Van Burmania Thoe Schwartzenberg en Von Hohenlohe-Langenburg ,ho1elt6t1e3terfl5eren1ezel1eld6tgen312n121erenp2ncr23cl5f6rdgr6th63e5dk2mpm2r32lker12rtp2p2ge6rge6p6l63c2m5ng212nburm2n52th6312rtzenbergen16nh6henl6hel2ngenburg,NULL,NULL,19990505,Schouwen-Duiveland,Nederland,M,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Schouwen-Duiveland,NULL,NULL,Voorburglaan,12,NULL,NULL,NULL,4318BL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vanhovelltotwesterflierenwezelveldoetgensvanwaverenpancrascliffordgroothuesheidkampmaarschalkerwaartpapageorgeopouloscammingavanburmaniathoeschwartzenbergenvonhohenlohelangenburg,12
5467394024,697342189,NULL,NULL,NULL,NULL,Debrabandere,debr2b2ndere,NULL,NULL,19800707,Dokkum,Nederland,O,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Dongeradeel,NULL,NULL,Achterwei,3,NULL,NULL,NULL,9131LA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,debrabandere,3
5086954918,691453962,A,a,NULL,NULL,A,2,NULL,NULL,19870707,Graafstroom,Nederland,M,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Graafstroom,NULL,NULL,A,13,NULL,NULL,NULL,2975BA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,a,13
5010101602,913302715,Roukshana Najia,Roukshana Najia,NULL,NULL,Bhutto,Bhutto,NULL,NULL,19680000,JalÅalÅabÅad,Pakistan,V,Geboorteplaats is in onderzoek,20120820,NULL,Burger van India;Pakistaanse;;;;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,0,Registratie Niet Ingezetenen (RNI),W,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pakistan,20120818,Moulana Din Mohammad Wafai Road,201559 Karachi,Plot 345,NULL,Geboorteplaats is in onderzoek,20120820,NULL,Bhutto,NULL
4945194982,697989276,Theodoor-Christiaan R. Philip ,theodoorchristiaanrphilip,NULL,NULL,Ven-Van Roedelrode tot Broekzucht,1en12nr6delr6det6tbr6kzu3t,NULL,NULL,19750707,Enschede,Nederland,M,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Enschede,NULL,NULL,.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,venvanroedelrodetotbroekzucht,NULL
4716257525,697228113,Dian Marini Maya,dianmarinimaya,NULL,NULL,.,NULL,NULL,NULL,19810707,Rotterdam,Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,E,0,Rotterdam,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,.,NULL
4232508596,945051608,HÂendrika,HAendrika,NULL,NULL,Janse,Janse,NULL,NULL,19650101,Toetsoord,Nederland,V,NULL,NULL,NULL,Syrische;;;;;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,E,0,Registratie Niet Ingezetenen (RNI),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Syrië,20120415,Al Jalaa,Damascus 702,NULL,NULL,NULL,NULL,NULL,Janse,NULL
4109212563,690487575,Thea Thona K. Roshani Wouterina,theathonakroshaniwouterina,NULL,NULL,Pietersz.,p5eter3z,NULL,NULL,19960707,Kerkrade,Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,Kerkrade,NULL,NULL,Nieuwstraat / Neustraße,137,NULL,NULL,NULL,6461KA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,pietersz.,137
4071624360,912345627,Dorothea,dorothea,NULL,NULL,Snijder,snijder,S523,3n55der,19690516,Borssele,Nederland,V,Geslachtsgegevens zijn in onderzoek,20120713,20120716,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,W,NULL,Overtoom,556,A,NULL,NULL,1054LM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,België,Immigratiegegevens zijn in onderzoek,19941012,19971212,snijder,556
3279217987,988852998,HelÁene,HelAene,NULL,NULL,Bruchs,Bruchs,NULL,NULL,19700228,Cochabambo,Bolivia,V,NULL,NULL,NULL,Onbekend;;;;;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M,0,Registratie Niet Ingezetenen (RNI),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Onbekend,20120822,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bruchs,NULL
3203098071,912345603,Jan,jan,NULL,NULL,Moes,moes,M200,M63,19980611,Hengelo (Gld),Nederland,M,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,W,NULL,Albrecht Dürerstraat,1,NULL,1,NULL,1077LS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,moes,1
3189549079,696757710,NULL,NULL,NULL,NULL,.,NULL,NULL,NULL,19820707,Vriezenveen,Nederland,M,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Twenterand,NULL,NULL,Zonnedauwstraat,25,NULL,NULL,NULL,7676CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,.,25
3040101490,912345664,Hendrika Isabella Gerarda Johanna,hendrikaisabellagerardajohanna,NULL,de,Roos,roos,R200,R663,19550602,Haarlem,Nederland,V,Geboortegegevens zijn in onderzoek,20120709,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,W,Herten,Berkelstraat,1,NULL,NULL,NULL,1078CT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nieuwzeeland,Gemeentedeel is in onderzoek,20111202,20111205,deroos,1
3040101490,923506834,Roula,Roula,NULL,NULL,Katsa,Katsa,NULL,NULL,19550602,Athens,Griekenland,V,NULL,NULL,NULL,Griekse;;;;;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,0,Registratie Niet Ingezetenen (RNI),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Griekenland,20120501,Koroni Messinia,Vasilitsi Maroula,NULL,NULL,NULL,NULL,NULL,Katsa,NULL
3030907254,930927989,Carla,Carla,NULL,NULL,Stromboli,Stromboli,NULL,NULL,19330326,Haarlem,Nederland,V,NULL,NULL,NULL,Nederlandse;;;;;,NULL,NULL,NULL,20120722,NULL,NULL,NULL,O,7,Snellendam,W,NULL,Venetiehof,27,NULL,NULL,NULL,1019NA,Snellendam                                                                      ,NULL,NULL,NULL,NULL,NULL,NULL,Nieuwzeeland,NULL,NULL,NULL,Stromboli,27
2757028969,912345652,Wilhelmina,wilhelmina,NULL,van,Deuren,deuren,D650,De6ren,19610113,Schijndel,Nederland,V,Geboortedatum is in onderzoek,20120710,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,W,NULL,Raphaëlstraat,1,NULL,NULL,NULL,1077PN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Huisnummer is in onderzoek,19980825,20100102,vandeuren,1
2501696956,900177494,HelÁene,HelAene,NULL,NULL,Kowalska,Kowalska,NULL,NULL,19700228,Lódzkie,Polen,V,NULL,NULL,NULL,Poolse;;;;;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,0,Registratie Niet Ingezetenen (RNI),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Polen,20120906,Grzybowska 63,Wola 00-001 Warszawa,Mazowieckie,NULL,NULL,NULL,NULL,Kowalska,NULL
1879287373,931689958,RÂoza Mstyslava,RAoza Mstyslava,NULL,NULL,ÇZywiaøowska,CZywiaoowska,NULL,NULL,19650917,èÂodÂz,Polen,V,NULL,NULL,NULL,;;;;;;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,7,Registratie Niet Ingezetenen (RNI),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Polen,20120401,ul. Kawalerii 10,00-468 Warszawa,NULL,NULL,NULL,NULL,NULL,CZywiaoowska,NULL
1847361842,912345639,Rowan,rowan,NULL,NULL,Helpmore,helpmore,H415,Helpm6re,19490507,Auckland,Nieuwzeeland,M,Geboorteland is in onderzoek,20120712,NULL,Brits burger,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,W,NULL,Bep van Klaverenblvd,80,NULL,NULL,NULL,1034WX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nieuwzeeland,Postcode is in onderzoek,19960918,19970919,helpmore,80
1248147458,690582249,Jérôme G J P R C 17 Mai Joannes (Jantje) Karel Theo Jindrich IV Willem Tikan d’ICKsen Roeland Jan P@’r jonkheer Jan Peter,jeromegjprc17maijoannesjantjekareltheojindrichivwillemtikandicksenroelandjanprjonkheerjanpeter,NULL,uijt te de,St.James St. Helier-Mc.Arthur,3t52me3thel5ermc2rthur,NULL,NULL,19880517,Haarlemmermeer,Nederland,M,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,Haarlemmermeer,NULL,NULL,Graan voor Visch,15201,NULL,NULL,NULL,2132EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uijttedest.jamesst.heliermc.arthur,15201
1234593231,950046619,Mehned Özgür,mehnedozgur,NULL,NULL,Hacı,haci,H20,H2c5,19751111,Çanakkale,Turkije,M,Identificatienummergegevens zijn in onderzoek,20120702,NULL,Nederlandse;Turkse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,B,NULL,Postbus,49,NULL,NULL,NULL,1000AA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Turkije,Gemeentegegevens zijn in onderzoek,20120701,NULL,haci,49
1234593060,950046607,Aişe Çağati,aisecagati,NULL,NULL,Inönü,inonu,I500,5n6n6,19760202,Kuşadası,Turkije,V,BSN is in onderzoek,20120703,NULL,Turkse,Nationaliteitsgegevens zijn in onderzoek,19941001,20110126,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,B,NULL,Postbus,49,NULL,NULL,NULL,1000AA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Turkije,Gemeente van inschrijving is in onderzoek,20111227,NULL,inonu,49
1234592981,950046590,Iñes María Núria,inesmarianuria,NULL,de,Velázquez,velazquez,V420,1el2zq6ez,19350915,Cabañes de Esgueva,Spanje,V,Naamgegevens zijn in onderzoek,20120704,NULL,Spaanse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,B,NULL,Postbus,20,NULL,NULL,NULL,1000AA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Spanje,Adreshoudingsgegevens zijn in onderzoek,19941001,19961130,develazquez,20
1234592846,950046589,Felícia Ildikó,feliciaildiko,NULL,NULL,Esterházy,esterhazy,E236,E3terh2z5,19810301,Kőröstetétlen,Hongarije,V,Voornamen zijn in onderzoek,20120705,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,B,NULL,Postbus,1,NULL,NULL,NULL,1000AA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hongarije,Functie adres is in onderzoek,20100126,20100213,esterhazy,1
1234592675,950046577,Adorján Dezső,adorjandezso,NULL,NULL,Eötvös,eotvos,E312,E6t163,19800229,Köveskál ,Hongarije,M,Adellijke titel/predikaat is in onderzoek,20120706,20120716,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,B,NULL,Postbus,1,NULL,NULL,NULL,1000AA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hongarije,Adresgegevens zijn in onderzoek,20120425,NULL,eotvos,1
1057079726,695908674,Prince-Fritz-Cruene-August-Willem-Jan-Hendrik-Dick Dicky Bondjol-S Baydr-al-Fay Muhammed Jhompo-A-Loktoe Kolokoe-Jiji,princefritzcrueneaugustwillemjanhendrikdickdickybondjolsbaydralfaymuhammedjhompoaloktoekolokoejiji,NULL,Van Der,B,b,NULL,NULL,19730707,Brouwershaven,Nederland,M,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Schouwen-Duiveland,NULL,NULL,Voorburglaan,12,NULL,NULL,NULL,4318BL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vanderb,12
1010205789,912345615,Pietje,pietje,NULL,NULL,Streeveld,streeveld,S361,3tree1eld,19970203,Utrecht,Nederland,M,Geslachtsaanduiding is in onderzoek,20120714,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,W,NULL,J.C.Schröderstraat,1,NULL,NULL,NULL,1068JT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,streeveld,1
1010204941,912345688,Jantje,jantje,NULL,NULL,Testing,testing,T235,Te3t5ng,19960604,Amsterdam,Nederland,M,Voorvoegsel geslachtsnaam is in onderzoek,20120707,NULL,Afgaanse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,W,Nieuw-Zuid,Jozef Israëlskade,469,NULL,NULL,to,1074SW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aanduiding bij huisnummer is in onderzoek,20091130,20091231,testing,469
1010204635,912345676,Pietje,pietje,NULL,NULL,Streeveld,streeveld,S361,3tree1eld,19390510,Utrecht,Nederland,M,Geslachtsnaam is in onderzoek,20120708,NULL,NULL,Nationaliteit is in onderzoek,20120229,NULL,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,W,NULL,Granaatstraat,2,NULL,NULL,NULL,1074HM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Straatnaam is in onderzoek,20120110,NULL,streeveld,2
1010101010,901234448,Sophie,Sophie,Barones,van der,Poel,Poel,NULL,Poel,19901230,Gouda,Nederland,V,Voornamen zijn in onderzoek,20130430,NULL,Nederlandse;;;;;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Snellendam,W,NULL,Venetiehof,31,A,I,to,1019NB,Snellendam                                                                      ,NULL,NULL,NULL,NULL,NULL,NULL,Spanje,NULL,NULL,NULL,vanderpoel,31
