NR.,01.01.10,01.01.20,01.02.10,01.02.20,01.02.30,01.02.40,01.03.10,01.03.20,01.03.30,01.04.10,01.20.10,01.20.20,01.61.10,01.81.10,01.81.20,01.82.10,01.82.20,01.82.30,01.83.10,01.83.20,01.83.30,01.84.10,01.85.10,01.86.10,01.H,02.01.10,02.01.20,02.02.10,02.02.20,02.02.30,02.02.40,02.03.10,02.03.20,02.03.30,02.04.10,02.62.10,02.81.10,02.81.20,02.82.10,02.82.20,02.82.30,02.83.10,02.83.20,02.83.30,02.84.10,02.85.10,02.86.10,02.H,03.01.10,03.01.20,03.02.10,03.02.20,03.02.30,03.02.40,03.03.10,03.03.20,03.03.30,03.04.10,03.62.10,03.81.10,03.81.20,03.82.10,03.82.20,03.82.30,03.83.10,03.83.20,03.83.30,03.84.10,03.85.10,03.86.10,03.H,04.05.10,04.63.10,04.64.10,04.65.10,04.82.10,04.82.20,04.82.30,04.83.10,04.83.20,04.83.30,04.84.10,04.85.10,04.86.10,04.H,05.01.10,05.01.20,05.02.10,05.02.20,05.02.30,05.02.40,05.03.10,05.03.20,05.03.30,05.04.10,05.06.10,05.06.20,05.06.30,05.07.10,05.07.20,05.07.30,05.07.40,05.15.10,05.81.10,05.81.20,05.82.10,05.82.20,05.82.30,05.83.10,05.83.20,05.83.30,05.84.10,05.85.10,05.86.10,05.H,06.08.10,06.08.20,06.08.30,06.81.10,06.81.20,06.82.10,06.82.20,06.82.30,06.83.10,06.83.20,06.83.30,06.84.10,06.85.10,06.86.10,06.H,07.66.20,07.67.10,07.67.20,07.68.10,07.69.10,07.70.10,07.80.10,07.80.20,07.87.10,07.H,08.09.10,08.09.20,08.10.10,08.10.20,08.10.30,08.11.10,08.11.15,08.11.20,08.11.30,08.11.40,08.11.50,08.11.60,08.11.70,08.11.80,08.11.90,08.12.10,08.13.10,08.13.20,08.13.30,08.13.40,08.13.50,08.14.10,08.14.20,08.72.10,08.75.10,08.83.10,08.83.20,08.83.30,08.84.10,08.85.10,08.86.10,08.H,09.01.10,09.01.20,09.02.10,09.02.20,09.02.30,09.02.40,09.03.10,09.03.20,09.03.30,09.81.10,09.81.20,09.82.10,09.82.20,09.82.30,09.83.10,09.83.20,09.83.30,09.84.10,09.85.10,09.86.10,09.H,10.39.10,10.39.20,10.39.30,10.83.10,10.83.20,10.83.30,10.84.10,10.85.10,10.86.10,10.H,11.32.10,11.33.10,11.82.10,11.82.20,11.82.30,11.83.10,11.83.20,11.83.30,11.84.10,11.85.10,11.86.10,11.H,12.35.10,12.35.20,12.35.30,12.35.40,12.35.50,12.35.60,12.35.70,12.35.80,12.36.10,12.37.10,12.82.10,12.82.20,12.82.30,12.83.10,12.83.20,12.83.30,12.85.10,12.86.10,12.H,13.31.10,13.31.20,13.31.30,13.38.10,13.38.20,13.82.10,13.82.20,13.82.30,13.H,14.40.10,14.85.10,14.H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0344,19720928,W,,19720928,Achillesdreef,,8,,,,3561BJ,,,,,,,,,,,,A,,,,,,19720928,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2827409732,299999762,Celeste,,,Avion,19601229,Castellane,5002,V,,,E,,,1804,19940310,PKA,,,,,19601229,19951001,,,,Marie-Claire,,,Touret,19391210,Gap,5002,V,19601229,,,1804,19940310,PK,,,,,19601229,19940310,,,,Claude,,,Avion,19370210,Toulouse,5002,M,19601229,,,1804,19940310,PK,,,,,19601229,19940310,,0057,,,,1804,19940310,PK,,,,,19601229,19940310,,,,Jean-Paul,,la,Vache,19581007,Peyroulles,5002,M,,,,19871123,Toulouse,5002,S,H,,,1804,19940310,PK,,,,,19871123,19940310,55,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0003,20110119161515000,P,,1804,19900601,,,,,,,,,,,,,,,5039,#ADDIN?,294 Quamina Street,Georgetown 00000,,,,I,,,,,,#ADDIN?,20140410,58,6018482375,306663818,Angélique,,la,Vache,19870410,Toulouse,5002,,,1804,19940310,PK,090200,19940310,,,19870410,19951001,,29,,20010426,,,,,20010426,20010430,60,,1,,,,,,,,19940310,19940405,,,,,,,,,,,1,0000,00000000,5002,,,,00000000,19940310,,,,,A,,,,,,900303,20110119,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jean-Paul,,la,Vache,19581007,Peyroulles,5002,M,19850411,Toulouse,5002,,,,,H,,,1804,19940310,PK,,,,,19850411,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19900601,W,,19900601,Herengracht,Herengracht,37,,,,2511EJ,Toetsoog,1804100000000025,1804200000000025,,,,,,,5002,19871212,T,,,,,,20091101,20091101,58,,,,,,,,,,,,,,,,,,,,,,16,,19940401,,,,,19940401,20001115,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19900601,W,,19900601,Herengracht,,37,,,to,2511EJ,,,,,,,,,,5002,19871212,A,,,,,,19900601,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19940401,19940405,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900202,19951101,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0974,19871212,W,,19871212,Rector Meuffelsstraat,,15,,,,6114CN,,,,,,,,,,5002,19871212,A,,,,,,19871212,19940310,,,,,,,,,,,,,,,,,,,,,,,09,19940401,19940401,,,,O,19940401,19940402,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,19940310,,,,O,19940310,19940311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,5623069706,299999750,Angélique,,la,Vache,19870410,Toulouse,5002,V,,,E,,,1804,19940310,PKA,010200,19940310,,,19870410,19951001,,2595129542,306777927,Celeste,,,Avion,19601229,Castellane,5002,V,19870410,,,1804,19940310,PK,,,,,19870410,19951001,,,,Jean-Paul,,la,Vache,19581007,Peyroulles,5002,M,19870410,,,1804,19940310,PK,020000,19940310,,,19870410,19940310,,0057,,,,1804,19940310,PK,,,,,19870410,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,M,19940310,1804,0,0003,20110228105035000,P,,1804,19900601,,,,,,,,,,,,,,,5051,#ADDIN?,"158 Phan Chu Trinh, Phuoc Ninh, Hai Chau",Da Nang,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,29,,20010425,,,,,20010425,20010426,60,,,,,,,,,,,,,,,,,,,,,1,,1804,19940310,PK,,,,19890310,19940310,12,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19900601,W,,19900601,Herengracht,,37,,,to,2511EJ,,,,,,,,,,5002,19871212,A,,,,,,19900601,19940310,,,,,,,,,,,,,,,,,,,,,,,16,,19940401,,,,,19940401,20001115,,,,,,,,,,,,,,,,,,,,,,,1,0000,00000000,5002,,,,00000000,19940310,,,,,,,,,,,900202,19951101,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
24,8610739721,299999749,Alex,,de,Goede,19700412,1804,6030,M,,,E,,,1804,19940310,PKA,,,,,19700412,19951001,,,,Gerda,,,Helmers,19470124,1804,6030,V,19700412,,,1804,19940310,PK,,,,,19700412,19940310,,,,Jeroen,,de,Goede,19450917,0947,6030,M,19700412,,,1804,19940310,PK,,,,,19700412,19940310,,0001,001,,,,,,,,,,19700412,19940310,,4091734943,306665918,José,,van 't,Wiel,19710107,0344,6030,V,19890918,1804,6030,,,,,H,,,1804,19940311,PL gerelateerde,,,,,19940311,19951001,55,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0003,20110117174000000,P,,1804,19700412,,,,,,,,,,,,,,,6027,#ADDIN?,Hundarvegen 1,2636 Øyer,,,,I,,,,,,#ADDIN?,20140410,58,5715708128,306667927,Marjolein,,de,Goede,19900607,1804,6030,,,1804,19940312,PL gerelateerde,,,,,19940312,19951001,59,,,,,,,,,,,,,,,,,,,,,,,PN,IU3066650,20110107,B1810,20160107,,,192,,,1804,20110117,Aanvraagformulier,,,,20110107,20110117,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José,,van 't,Wiel,19710107,0344,6030,V,19890918,1804,6030,,,,,H,,,1804,19940310,PK,,,,,19890918,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19700412,W,,19891001,Marktweg,Marktweg,21,,,,2525JA,Toetsoog,1804100000000027,1804200000000027,,,,,,,,,T,,,,,,20091101,20091101,58,5715708128,,Marjolein,,de,Goede,19900607,1804,6030,,,1804,19940311,PL gerelateerde,,,,,19940311,19940311,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19700412,W,,19891001,Marktweg,,21,,,,2525JA,,,,,,,,,,,,A,,,,,,19891001,19940310,58,,,Marjolein,,de,Goede,19900607,1804,6030,,,1804,19940310,PK,,,,,00000000,19940310,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19700412,W,,19700412,Sophialaan,,12,,,,2514JR,,,,,,,,,,,,A,,,,,,19700412,19940310,,,,Karel,,de,Goede,19940000,1804,6030,,,1804,19940310,PK,,,,,19940000,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4920735365,299999737,José,,van 't,Wiel,19710107,0344,6030,V,,,E,,,1804,19940310,PKA,,,,,19710107,19951001,,,,Ingrid,,,Kerkstra,19490724,1804,6030,V,19710107,,,1804,19940310,PK,,,,,19710107,19940310,,,,Jacobus,,van 't,Wiel,19500327,1804,6030,M,19710107,,,1804,19940310,PK,,,,,19710107,19940310,,0001,001,,,,,,,,,,19710107,19940310,,3832803548,306665827,Alex,,de,Goede,19700412,1804,6030,M,19890918,1804,6030,,,,,H,,,1804,19940311,PL gerelateerde,,,,,19940311,19951001,55,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0003,20110117174000000,P,,1804,19891001,,,,,,,,,,,,,,,5040,#ADDIN?,Via del Dragone 18,47898,,,,I,,,,,,#ADDIN?,20140410,58,5715708128,306667927,Marjolein,,de,Goede,19900607,1804,6030,,,1804,19940312,PL gerelateerde,,,,,19940312,19951001,59,,,,,,,,,,,,,,,,,,,,,,,PN,IV3066653,20110107,B1810,20160107,,,174,,,1804,20110117,Aanvraagformulier,,,,20110107,20110117,12,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex,,de,Goede,19700412,1804,6030,M,19890918,1804,6030,,,,,H,,,1804,19940310,PK,,,,,19890918,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19891001,W,,19891001,Marktweg,Marktweg,21,,,,2525JA,Toetsoog,1804100000000028,1804200000000028,,,,,,,,,T,,,,,,20091101,20091101,58,5715708128,,Marjolein,,de,Goede,19900607,1804,6030,,,1804,19940311,PL gerelateerde,,,,,19940311,19940311,59,,,,,,,,,,,,,,,,,,,,,,,PN,F12345678,19900316,B1810,19950316,20110107,I,174,,,1804,19940316,Aanvraagformulier,,,,20110107,20110107,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19891001,W,,19891001,Marktweg,,21,,,,2525JA,,,,,,,,,,,,A,,,,,,19891001,19940310,58,,,Marjolein,,de,Goede,19900607,1804,6030,,,1804,19940310,PK,,,,,00000000,19940310,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0344,19710107,W,,19710107,Nathanaëlspoort,,17,,,,3511VK,,,,,,,,,,,,A,,,,,,19710107,19940310,,,,Karel,,de,Goede,19940000,1804,6030,,,1804,19940310,PK,,,,,19940000,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,7026394238,299999725,Marjolein,,de,Goede,19900607,1804,6030,V,,,E,1804,1 Q0029,,,,,,,,19910607,19951001,51,4091734943,306665918,José,,van 't,Wiel,19710107,0344,6030,V,19910607,,,1804,19940316,PL gerelateerde,,,,,19940316,19951001,52,3832803548,306665827,Alex,,de,Goede,19700412,1804,6030,M,19910607,,,1804,19940316,PL gerelateerde,,,,,19940316,19951001,53,0001,017,,,,,,,,,,19940315,19940315,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0003,20110117174000000,P,,1804,19910607,,,,,,,,,,,,,,,6012,#ADDIN?,Winkhausen 5,57392 Schmallenberg,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19940315,19940315,61,NI,ID3066675,20110107,B1810,20160107,,,176,,,1804,20110117,Aanvraagformulier,,,,20110107,20110117,12,,,,,,,,,,900302,20030710,14
,7026394238,,Marjolein,,de,Verstotene,19900607,1804,6030,V,,,E,,,1804,19940310,PKA,,,,,19900607,19940310,,,,José,,van 't,Wiel,19710107,0344,6030,V,19910607,1804,1 Q0029,,,,,,,,19910607,19940315,52,,,Alex,,de,Goede,19700412,1804,6030,M,19910607,1804,1 Q0029,,,,,,,,19910607,19940315,53,0142,,,,,,,,,,,19900607,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19910607,W,,19910607,Marktweg,Marktweg,21,,,,2525JA,Toetsoog,1804100000000029,1804200000000029,,,,,,,8031,19910607,T,,,,,,20091101,20091101,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,19910607,19940310,,RM,F12345678,19940316,B1810,19950316,20110107,I,000,,,1804,19940316,Aanvraagformulier,,,,20110107,20110107,12,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,José,,van 't,Rad,19710107,Harare,5004,V,19910607,,,1804,19940310,1 Q0029,,,,O,19910607,19940310,,,,Alex,,de,Verstotene,19700412,Harare,5004,M,19900607,,,1804,19940310,PK,,,,,19900607,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19910607,W,,19910607,Marktweg,,21,,,,2525JA,,,,,,,,,,8031,19910607,A,,,,,,19910607,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0000,00000000,8031,,,,00000000,19940310,,,,,,,,,,,,,
27,7841874014,299999713,Jolanda,,van der,Burg,19650802,1804,6030,V,,,E,,,1804,19940310,PKA,,,,,19650802,19951001,,,,Margaretha,,van,Duivenbode,19380228,1804,6030,V,19650802,,,1804,19940310,PK,,,,,19650802,19940310,,,,Alphons,,van der,Burg,19340809,0947,6030,M,19650802,,,1804,19940310,PK,,,,,19650802,19940310,,0001,001,,,,,,,,,,19650802,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,5,0004,20110115154500000,P,,1804,19650802,,,,,,,,,,,,,,,8025,#ADDIN?,,,,,,I,,,,,,#ADDIN?,20140410,58,8584372403,306555918,Henk-Pieter,,van der,Burg,20000229,1804,6030,,,1804,20000303,Minister van Financiën,,,,,20000303,20000303,59,,,,,,,,,,,,,,,,,,,,,,,NI,ID9807311,20110108,B1810,20160108,,,171,,,1804,20110115,Aanvraagformulier,,,,20110108,20110115,12,,,,,,,,,,900303,20060519,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19650802,W,,19990301,Frederik Hendrikplein,Frederik Hendrikplein,41,,,,2582AZ,Toetsoog,1804100000000030,1804200000000030,,,,,,,,,T,,,,,,20091101,20091101,58,8584372403,,Henk-Pieter,,van der,Burg,20000229,1804,6030,1804,10A0032,,,,,,,,20000229,20000301,,,,,,,,,,,,,,,,,,,,,,,,PN,IV9807315,20100507,B1810,20150507,,,171,,,1804,20100517,Aanvraagformulier,,,,20100507,20100517,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19650802,W,,19990301,Frederik Hendrikplein,,41,,,,2582AZ,,,,,,,,,,,,A,,,,,,19990301,19990301,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19650802,W,,19890903,Paul Krugerplein,,32,,,,2571HV,,,,,,,,,,,,A,,,,,,19890903,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19650802,W,,19650802,Cronjéstraat,,41,,,,2571VW,,,,,,,,,,,,A,,,,,,19650802,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1940767316,299999701,Henk-Pieter,,van der,Burg,20000229,1804,6030,M,,,E,,,1804,20000303,Minister van Financiën,,,,,20000303,20000303,51,9807315920,306555827,Jolanda,,van der,Burg,19650802,1804,6030,V,20000229,1804,10A0032,,,,,,,,20000229,20000301,,,,,,,,,,,,,1804,10A0032,,,,,,,,20000229,20000301,53,0001,017,,,,,,,,,,20000229,20000301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,20000229,,0,0003,20101110115000000,,,1804,20000229,,,,,,,,,,,,,,,6031,#ADDIN?,0314 Wat Damnak Village,Siem Reap 855,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900302,20030710,14
,1940767316,,Henk-Pieter,,van der,Burg,20000229,1804,6030,M,,,E,1804,10A0032,,,,,,,,20000229,20000301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,M,20000229,1804,10A0032,,,,,,,O,20000229,20000301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,20000229,W,,20000229,Frederik Hendrikplein,Frederik Hendrikplein,41,,,,2582AZ,Toetsoog,1804100000000031,1804200000000031,,,,,,,,,T,,,,,,20091101,20091101,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,20000301,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,20000229,W,,20000229,Frederik Hendrikplein,,41,,,,2582AZ,,,,,,,,,,,,A,,,,,,20000229,20000301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,3689658498,299999695,Gerrit,,den,Braber,19680318,0947,6030,M,,,E,,,0974,19940310,PKA,,,,,19680318,19951001,,,,Maria Evelien,,,Dijkmans,19440124,0344,6030,V,19680318,,,0974,19940310,PK,,,,,19680318,19940310,,,,Johannes,,den,Braber,19380819,1804,6030,M,19680318,,,0974,19940310,PK,,,,,19680318,19940310,,0001,001,,,,,,,,,,19680318,19940310,,9298149823,307741928,Wilma,,van,Zon,19700407,0947,6030,V,19970903,0344,6030,,,,,H,1804,3 A0100,,,,,,,,19970903,19970905,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,0974,0,0003,20120304162500000,P,,1807,19970501,,,,,,,,,,,,,,,6032,#ADDIN?,Princess Road 5,Suva,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NI,ID7154749,20110110,B1810,20160110,,,189,,,1804,20110117,Aanvraagformulier,,,,20110110,20110117,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807,19970501,W,,19970501,Schakelstraat,Schakelstraat,16,,I,,1014AW,Snellendam,1807100000000032,1807200000000032,,,,,,,,,T,,,,,,20120304,20120304,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807,19970501,W,,19970501,Schakelstraat,,16,,I,,1014AW,,,,,,,,,,,,A,,,,,,19970501,19970501,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0974,19680318,W,,19680318,Heidestraat,,31,,,,6114AA,,,,,,,,,,,,A,,,,,,19680318,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,5748549535,299999683,Wilma,,van,Zon,19700407,0947,6030,V,,,E,1804,10H0033,,,,,,,,19960415,19960415,51,,,Dorothea Wilhelmina,,,Krabbendijke,19490804,0344,6030,V,19700407,,,0974,19940310,PK,,,,,19700407,19940310,,,,Arnold Stefan,,,Mars,19470415,1804,6030,M,19700407,,,0974,19940310,PK,,,,,19700407,19940310,,0001,001,,,,,,,,,,19700407,19940310,,7154749648,307741837,Gerrit,,den,Braber,19680318,0947,6030,M,19970903,0344,6030,,,,,H,1804,3 A0100,,,,,,,,19970903,19970905,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,0974,0,0003,20120304162500000,P,,1807,19970501,,,,,,,,,,,,,,,6033,#ADDIN?,Po Box Fc Andros Island 23324,Andros Town 00000,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NI,ID9298142,20110110,B1810,20160110,,,171,,,1804,20110117,Aanvraagformulier,,,,20110110,20110117,,,,,,,,,,,900302,20030710,14
